Speccode,Zoop_Taxa,Type,Season,All_Bio_SUM_m3,All_Den_SUM_m3,All_Bio_SUM_m2,All_Bio_MEAN_m3,All_Den_MEAN_m3,All_Bio_MEAN_m2,All_Bio_SD_m3,All_Den_SD_m3,All_Bio_SD_m2,N,All_Bio_SE_m3,All_Den_SE_m3,All_Bio_SE_m2
TRIMULT,Rotifers,NS,Summer,4.334029178343926,41836.08433769482,86.68058356687854,0.33338685987260974,3218.160333668832,86.68058356687854,0.4826094132632719,4514.4394896797785,86.68058356687854,13,0.1338517681186398,1252.0802353861482,24.04086835673245
TRIMULT,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
TRIMULT,Rotifers,OS,Summer,1.054437910740214,14173.149798835911,21.08875821480428,0.13180473884252675,1771.643724854489,21.08875821480428,0.1384356199281602,1822.6730345396406,21.08875821480428,8,0.048944382804482815,644.4122313044211,7.456001970245808
TRIPUSI,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
TRIPUSI,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
TRIPUSI,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
TRIPUSI,Rotifers,OS,Summer,0.008310251374127888,1208.75464302038,0.16620502748255775,0.001038781421765986,151.0943303775475,0.16620502748255775,0.0029381175500053274,427.35930243521756,0.16620502748255775,8,0.001038781421765986,151.09433037754746,0.05876235100010654
TRISP,Rotifers,NS,Spring,0,0,0,0,0,0,0,0,0,9,0,0,0
TRISP,Rotifers,NS,Summer,0.13649187545371522,6442.938005576897,2.729837509074304,0.01049937503490117,495.61061581360747,2.729837509074304,0.01913046065318359,904.6941515815985,2.729837509074304,13,0.005305835139099981,250.91701170306493,0.7571207009732536
TRISP,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
TRISP,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
TROPRASM,Cyclopoids,NS,Spring,0.0035241015857423305,7.90265652019863,0.18325328245860117,3.9156684286025895e-4,0.8780729466887367,0.18325328245860117,0.001174700528580777,2.63421884006621,0.18325328245860117,9,3.9156684286025895e-4,0.8780729466887367,0.06108442748620039
TROPRASM,Cyclopoids,NS,Summer,0.013951651648233218,52.521311312818796,0.27903303296466436,0.0010732039729410168,4.040100870216831,0.27903303296466436,0.00265760961028652,10.00492034839689,0.27903303296466436,13,7.370882861579938e-4,2.7748656402367713,0.07738983906941008
TROPRASM,Cyclopoids,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
TROPRASM,Cyclopoids,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
TYLMONO,Rotifers,NS,Spring,1.3920259797373542e-5,0.512370038122768,1.948836371632296e-4,1.5466955330415048e-6,0.05693000423586311,1.948836371632296e-4,4.640086599124515e-6,0.17079001270758934,1.948836371632296e-4,9,1.546695533041505e-6,0.05693000423586311,6.496121238774319e-5
TYLMONO,Rotifers,NS,Summer,0,0,0,0,0,0,0,0,0,13,0,0,0
TYLMONO,Rotifers,OS,Spring,0,0,0,0,0,0,0,0,0,8,0,0,0
TYLMONO,Rotifers,OS,Summer,0,0,0,0,0,0,0,0,0,8,0,0,0
